Name,Town,MIDAS Number,Latitude,Longitude,Elevation,Notes,Name Change
unnamed pond,T32 MD BPP,8261,44.9056159441,-68.39798300530001,535, , 
unnamed pond,T3 R11 WELS,8262,45.8615305721,-69.161389009,1125, , 
unnamed pond,T32 MD BPP,8263,44.9271390736,-68.3805964229,295, , 
unnamed pond,T3 R11 WELS,8264,45.89368438299999,-69.1745795423,1240, , 
unnamed pond,T32 MD BPP,8267,44.9856985975,-68.449523988,250, , 
unnamed pond,T3 R11 WELS,8268,45.90771889049999,-69.1603194792,1415,same feature as midas #8266 on 1:24K USGS map, 
unnamed pond,T32 MD BPP,8269,44.9789403386,-68.4599424123,235,feature drawn from DOQ data, 
unnamed pond,T3 R11 WELS,8270,45.9157668031,-69.1773666146,1225, , 
unnamed pond,T32 MD BPP,8271,44.9772885754,-68.4546920196,255, , 
unnamed pond,T3 R11 WELS,8272,45.9195918997,-69.17549478540001,1270, , 
unnamed pond,T3 R11 WELS,8274,45.91835509429999,-69.1215604527,1075, , 
unnamed pond,T32 MD BPP,8275,44.9882413524,-68.4334030065,295, , 
unnamed pond,T3 R11 WELS,8276,45.9016024918,-69.09609796949999,1150, , 
unnamed pond,T3 R11 WELS,8278,45.9108742347,-69.07631411609999,1130, , 
unnamed pond,T3 R11 WELS,8280,45.8824473086,-69.0746715012,1170, , 
unnamed pond,T32 MD BPP,8281,44.9353620339,-68.3881612062,320,feature drawn from DOQ data, 
unnamed pond,T3 R11 WELS,8282,45.90217429140001,-69.1133093345,1135, , 
unnamed pond,T32 MD BPP,8283,44.9863021514,-68.43217044479999,290, , 
unnamed pond,T3 R11 WELS,8284,45.91019512199999,-69.0876029433,1135, , 
unnamed pond,T28 MD BPP,8285,44.9147578599,-68.1538146992,425, , 
unnamed pond,T3 R11 WELS,8286,45.9093947547,-69.088984043,1135, , 
unnamed pond,T28 MD BPP,8287,44.8978810405,-68.1027562182,345, , 
unnamed pond,T3 R12 WELS,8288,45.8598757911,-69.2697717379,975, , 
unnamed pond,T28 MD BPP,8289,44.8975656797,-68.09893052130001,345, , 
unnamed pond,T3 R13 WELS,8290,45.932789446,-69.4227925876,1010, , 
unnamed pond,T28 MD BPP,8291,44.8797038902,-68.09491902790001,325, , 
unnamed pond,T3 R13 WELS,8292,45.8942284099,-69.381528057,1105, , 
unnamed pond,T28 MD BPP,8293,44.8712614891,-68.0931431532,345, , 
unnamed pond,T16 MD BPP,8295,44.7051107903,-68.12151743290001,170, , 
unnamed pond,T3 R13 WELS,8296,45.9306024704,-69.4082860125,995, , 
unnamed pond,T16 MD BPP,8297,44.6963560991,-68.08312114410001,150, , 
unnamed pond,T16 MD BPP,8299,44.6726799511,-68.1362116044,230, , 
unnamed pond,Lobster Twp,8300,45.8774491057,-69.45961752540001,1185, , 
unnamed pond,T16 MD BPP,8301,44.6763054101,-68.15878986840001,310, , 
unnamed pond,T3 R13 WELS,8302,45.8492769401,-69.4469523713,1235, , 
unnamed pond,T16 MD BPP,8303,44.6903818757,-68.1307413983,225,feature drawn from DOQ data, 
unnamed pond,Lobster Twp,8304,45.9074389687,-69.5513558758,970, , 
unnamed pond,T16 MD BPP,8305,44.6704633356,-68.1511350306,255,feature added from wetland data, 
unnamed pond,Lobster Twp,8306,45.8377058395,-69.4522206596,1235, , 
unnamed pond,T16 MD BPP,8307,44.6592009825,-68.1515983521,230,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,T16 MD BPP,8309,44.7067751847,-68.1701801312,325,feature drawn from DOQ data, 
unnamed pond,T4 R15 WELS,8312,46.03315569589999,-69.7105404375,1170, , 
unnamed pond,T16 MD BPP,8313,44.6832931425,-68.09854262739999,160, , 
unnamed pond,T5 R11 WELS,8314,46.0491113549,-69.1878832613,1130, , 
unnamed pond,T16 MD BPP,8315,44.732397499,-68.0587912309,195, , 
unnamed pond,Hammond Twp,8316,45.87338944959999,-70.1196853464,1250, , 
unnamed pond,T16 MD BPP,8319,44.7134524321,-68.0706496329,195,feature added from wetland data, 
unnamed pond,Hammond Twp,8320,45.9074661986,-70.1097926019,1595,feature drawn from DOQ data, 
unnamed pond,T16 MD BPP,8321,44.7143139307,-68.0702462651,195,feature added from wetland data, 
unnamed pond,T16 MD BPP,8323,44.7153227397,-68.0701590541,195,feature added from wetland data, 
unnamed pond,Hammond Twp,8326,45.909519312,-70.1634229472,1625, , 
unnamed pond,T16 MD BPP,8327,44.6909271381,-68.1047321156,160, , 
unnamed pond,Hammond Twp,8328,45.8687273692,-70.1133635611,1240, , 
unnamed pond,Prentiss Twp T4 R4 NBKP,8330,45.9069983243,-70.2207841994,1550,feature drawn from DOQ data, 
unnamed pond,Prentiss Twp T4 R4 NBKP,8332,45.9103909511,-70.2321703388,1770,feature drawn from DOQ data, 
unnamed pond,T10 SD BPP,8333,44.614555938,-68.0578628408,190, , 
unnamed pond,Prentiss Twp T4 R4 NBKP,8334,45.9095836769,-70.2288459477,1725,feature drawn from DOQ data, 
unnamed pond,Prentiss Twp T4 R4 NBKP,8336,45.88561044380001,-70.2292096744,1765, , 
unnamed pond,T10 SD BPP,8337,44.6630474273,-68.02695812650001,95, , 
unnamed pond,T10 SD BPP,8339,44.6283957234,-68.12006361109999,198, , 
unnamed pond,Prentiss Twp T4 R4 NBKP,8340,45.8884974973,-70.20625897390001,1760, , 
unnamed pond,T10 SD BPP,8341,44.6120280726,-68.0190190429,175, , 
unnamed pond,Prentiss Twp T4 R4 NBKP,8342,45.8820157981,-70.2070964433,1760, , 
unnamed pond,T10 SD BPP,8343,44.6489991776,-68.0997966898,270, , 
unnamed pond,Prentiss Twp T4 R4 NBKP,8344,45.8574612989,-70.2210614031,1505, , 
unnamed pond,T10 SD BPP,8345,44.6113477879,-68.05626276370001,195,feature was cut out of midas #8333, 
unnamed pond,Prentiss Twp T4 R4 NBKP,8346,45.8809073334,-70.260660888,1900, , 
unnamed pond,T10 SD BPP,8347,44.6402054028,-68.0509400319,180,feature drawn from DOQ data, 
unnamed pond,Prentiss Twp T4 R4 NBKP,8348,45.84879622159999,-70.2791187128,1595, , 
unnamed pond,Prentiss Twp T4 R4 NBKP,8350,45.8527350024,-70.28124620369999,1675,feature drawn from DOQ data, 
unnamed pond,Fletchers Landing Twp,8351,44.6139101263,-68.3706211298,135, , 
unnamed pond,Prentiss Twp T4 R4 NBKP,8352,45.8552935661,-70.29565024599999,1795,feature drawn from DOQ data, 
unnamed pond,Fletchers Landing Twp,8353,44.6169713905,-68.3701880465,135,feature drawn from DOQ data, 
unnamed pond,Prentiss Twp T4 R4 NBKP,8354,45.8508019721,-70.30960359709999,1910, , 
unnamed pond,Fletchers Landing Twp,8355,44.5836401943,-68.39126720820001,170, , 
unnamed pond,Dole Brook Twp,8356,45.9845483697,-70.1919564053,1735, , 
unnamed pond,Fletchers Landing Twp,8357,44.5953574447,-68.3937003832,125, , 
unnamed pond,Blake Gore,8358,45.8366919334,-70.3407177153,1910,feature drawn from DOQ data, 
unnamed pond,Fletchers Landing Twp,8359,44.6068708719,-68.3202294996,125,feature drawn from DOQ data, 
unnamed pond,Fletchers Landing Twp,8361,44.6265328452,-68.3327805026,145, , 
unnamed pond,Elm Stream Twp,8362,45.98517713219999,-69.8513065802,1405, , 
unnamed pond,Elm Stream Twp,8364,45.9862037729,-69.8532892379,1410, , 
unnamed pond,Elm Stream Twp,8366,45.9878109371,-69.8569232878,1420, , 
unnamed pond,T7 SD BPP,8367,44.5139831024,-68.0891692836,105,feature drawn from DOQ data, 
unnamed pond,Hammond Twp,8368,45.9289541127,-70.1088855579,1790, , 
unnamed pond,Bald Mountain Twp T4 R3,8370,45.76773359570001,-70.28143569069999,2190,feature added from wetland data, 
unnamed pond,T3 ND BPP,8371,45.102528414,-68.257262415,295, , 
unnamed pond,Bald Mountain Twp T4 R3,8372,45.7824722617,-70.29667132,1805,feature drawn from DOQ data, 
unnamed pond,T3 ND BPP,8373,45.1104332407,-68.2689018957,295, , 
unnamed pond,T3 ND BPP,8375,45.1536870165,-68.2752291141,285, , 
unnamed pond,T3 ND BPP,8377,45.19196081319999,-68.2629533123,275, , 
unnamed pond,Alder Brook Twp,8378,45.8144976719,-70.1281442725,1340, , 
unnamed pond,Alder Brook Twp,8380,45.8101627856,-70.1077959964,1490, , 
unnamed pond,T3 ND BPP,8381,45.11541289459999,-68.27328649339999,295, , 
unnamed pond,Alder Brook Twp,8382,45.810481907,-70.13043413370001,1355, , 
unnamed pond,T3 ND BPP,8383,45.1664965175,-68.26580820629999,275, , 
unnamed pond,T3 ND BPP,8385,45.1886308759,-68.185463564,461, , 
unnamed pond,Alder Brook Twp,8386,45.8203232549,-70.06292178770001,1265, , 
unnamed pond,Waltham,8387,44.7215022683,-68.3115593879,190, , 
unnamed pond,Waltham,8389,44.7004071677,-68.3231521261,200,feature drawn from DOQ data, 
unnamed pond,Hammond Twp,8390,45.8457146534,-70.124689019,1510, , 
unnamed pond,Waltham,8391,44.6543917737,-68.3072956303,200,feature drawn from DOQ data, 
unnamed pond,Alder Brook Twp,8392,45.8224494885,-70.1745589319,1480, , 
unnamed pond,Waltham,8393,44.6570167587,-68.31099924900001,200,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,Alder Brook Twp,8396,45.79403607919999,-70.1070103868,1315, , 
unnamed pond,Alder Brook Twp,8398,45.792064198,-70.101975497,1315, , 
unnamed pond,Alder Brook Twp,8400,45.7958791,-70.1512172592,1675, , 
unnamed pond,Tremont,8401,44.2632886184,-68.3494032365,15, , 
unnamed pond,Alder Brook Twp,8402,45.7617446152,-70.1466286743,1497,feature drawn from DOQ data, 
unnamed pond,Swans Island,8403,44.1713931586,-68.40307310279999,15, , 
unnamed pond,Swans Island,8405,44.13999414,-68.432978787,65, , 
unnamed pond,Alder Brook Twp,8406,45.8147947589,-70.13573463900001,1375, , 
unnamed pond,Swans Island,8407,44.1638445871,-68.4312587459,50, , 
unnamed pond,Alder Brook Twp,8408,45.8320511615,-70.0900586904,1265, , 
unnamed pond,Comstock Twp,8410,46.00198593020001,-70.0473649656,1425, , 
unnamed pond,Sullivan,8411,44.5209956615,-68.1988711863,15, , 
unnamed pond,Comstock Twp,8412,45.9263426133,-70.04408989140001,1490,feature drawn from DOQ data, 
unnamed pond,Sullivan,8413,44.5277722806,-68.16642378490001,255, , 
unnamed pond,Hammond Twp,8414,45.8619287382,-70.1116435953,1239, , 
unnamed pond,Sullivan,8415,44.5389579159,-68.1579312306,250,feature added from wetland data - then moved to match with pond location on the DOQ, 
unnamed pond,Comstock Twp,8416,45.95373575749999,-70.0669837369,1650, , 
unnamed pond,Sullivan,8417,44.5619897497,-68.131610839,250,feature added from wetland data, 
unnamed pond,Comstock Twp,8418,46.0230351037,-70.0190492104,1520, , 
unnamed pond,Sullivan,8419,44.5427972636,-68.2324814009,115, , 
unnamed pond,Comstock Twp,8420,46.0341123222,-70.0030276122,1585, , 
unnamed pond,Comstock Twp,8422,46.0053914466,-69.9924386311,1985, , 
unnamed pond,Sullivan,8423,44.5507837131,-68.2288914024,155, , 
unnamed pond,Sullivan,8425,44.5507345701,-68.22301689299999,170, , 
unnamed pond,Comstock Twp,8426,46.0116884858,-69.9993732495,2100, , 
unnamed pond,Sullivan,8427,44.5520998133,-68.2229359908,175, , 
unnamed pond,Russell Pond Twp,8428,46.0403473777,-69.8473400668,1545, , 
unnamed pond,Russell Pond Twp,8430,46.1045138937,-69.7329908685,1430, , 
unnamed pond,Stonington,8431,44.1801928522,-68.6717329114,15,feature drawn from DOQ data, 
unnamed pond,Russell Pond Twp,8432,46.0741817335,-69.83088745160001,1560, , 
unnamed pond,Southwest Harbor,8433,44.2769708625,-68.32648935650001,55, , 
unnamed pond,Russell Pond Twp,8434,46.114147415,-69.80207363140001,1885, , 
unnamed pond,Southwest Harbor,8435,44.2796243962,-68.32878389859999,75, , 
unnamed pond,Russell Pond Twp,8436,46.0824311223,-69.8031819726,1525, , 
unnamed pond,Southwest Harbor,8437,44.2674388164,-68.3153576629,85, , 
unnamed pond,Southwest Harbor,8439,44.2663531353,-68.3180115325,105, , 
unnamed pond,Southwest Harbor,8441,44.2669220549,-68.31686962880001,95, , 
unnamed pond,Southwest Harbor,8443,44.2651349042,-68.3138251394,95, , 
unnamed pond,Southwest Harbor,8445,44.2333560837,-68.3088038569,85, , 
unnamed pond,Sedgwick,8449,44.3290250111,-68.60705221240001,245,feature added from wetland data and drawn from gravel pit area shown on DOQs, 
unnamed pond,Sedgwick,8451,44.295522739,-68.65669767679999,70, , 
unnamed pond,T5 R9 WELS,8452,46.1112380935,-68.85018841270001,1665, , 
unnamed pond,Sedgwick,8453,44.3005498859,-68.63642200930001,145, , 
unnamed pond,T5 R9 WELS,8454,46.0414113156,-68.8535604074,1715, , 
unnamed pond,Sedgwick,8455,44.3003329179,-68.6376308748,145, , 
unnamed pond,Otis,8457,44.7478437537,-68.47903205679999,280, , 
unnamed pond,T5 R9 WELS,8458,46.052787036,-68.9138435987,1725, , 
unnamed pond,Otis,8459,44.7254852008,-68.4590309349,240, , 
unnamed pond,T5 R9 WELS,8460,46.0590385008,-68.89224279130001,1195, , 
unnamed pond,Osborn,8461,44.7944775985,-68.2022242648,275, , 
unnamed pond,T5 R9 WELS,8462,46.0606542551,-68.94418600260001,1725, , 
unnamed pond,Osborn,8463,44.8142484779,-68.2253159393,305, , 
unnamed pond,T5 R9 WELS,8464,46.05605316169999,-68.9299215002,1735,feature drawn from DOQ data, 
unnamed pond,Osborn,8465,44.8176030897,-68.23705475910001,280, , 
unnamed pond,T5 R9 WELS,8466,46.0561872167,-68.9275791431,1730,feature drawn from DOQ data, 
unnamed pond,Osborn,8467,44.8181160076,-68.2343791481,295, , 
unnamed pond,T5 R9 WELS,8470,46.0498270063,-68.8865372562,1190,feature drawn from DOQ data, 
unnamed pond,Mount Desert,8471,44.3356325247,-68.33021333950001,205, , 
unnamed pond,T5 R9 WELS,8472,46.04909793840001,-68.8306602091,1895, , 
unnamed pond,Mount Desert,8475,44.3433850528,-68.39975080150001,5,Pretty Marsh, 
unnamed pond,Nesourdnahunk Twp,8476,46.110777473,-69.0328555792,1049,feature drawn from DOQ data, 
unnamed pond,Mount Desert,8479,44.3737234567,-68.3285128296,5,missing 24k lake/pond data - this feature is in the coast (salt water) layer, 
unnamed pond,T5 R12 WELS,8484,46.1099712732,-69.2377553036,1010,feature drawn from DOQ data, 
unnamed pond,Mount Katahdin Twp,8486,45.9446398516,-68.93747369970001,2865, , 
unnamed pond,T7 R14 WELS,8488,46.28377025769999,-69.5023675791,1165, , 
unnamed pond,Lamoine,8489,44.5009005265,-68.3505311129,15, , 
unnamed pond,T7 R14 WELS,8490,46.28881708,-69.5056956267,1075, , 
unnamed pond,Lamoine,8491,44.5152521252,-68.380903158,260, , 
unnamed pond,T7 R14 WELS,8492,46.2318095955,-69.5471420928,998,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,Hancock,8493,44.5496503775,-68.38481813289999,160, , 
unnamed pond,T7 R14 WELS,8494,46.26584714829999,-69.52437555749999,1095, , 
unnamed pond,T1 R8 WELS,8496,45.70846523960001,-68.7530426571,490, , 
unnamed pond,Castine,8499,44.3882985795,-68.8151946106,225, , 
unnamed pond,Baring Plt,0085,45.095358715,-67.31958797839999,210, , 
unnamed pond,Castine,8501,44.3902832464,-68.81688312040001,190,feature drawn from DOQ data, 
unnamed pond,Russell Pond Twp,8502,46.0726821303,-69.7903839967,1460, , 
unnamed pond,Blue Hill,8503,44.418886935,-68.50710881089999,130,feature drawn from DOQ data, 
unnamed pond,Russell Pond Twp,8504,46.10119160989999,-69.85644547459999,1530, , 
unnamed pond,Blue Hill,8505,44.4180546069,-68.5038261152,160,feature drawn from DOQ data, 
unnamed pond,Blue Hill,8507,44.4206887579,-68.50329046810001,180, , 
unnamed pond,Blue Hill,8509,44.4092737447,-68.5330435205,245, , 
unnamed pond,Blue Hill,8511,44.4085793343,-68.5326798267,250, , 
unnamed pond,Blue Hill,8515,44.4068102331,-68.5302461412,205,feature drawn from DOQ data, 
unnamed pond,Blue Hill,8517,44.3923151055,-68.60587287849999,150, , 
unnamed pond,Blue Hill,8519,44.3891097461,-68.6077856446,155, , 
unnamed pond,Franklin,8521,44.5564025298,-68.2295183192,195, , 
unnamed pond,Eastbrook,8527,44.6516728185,-68.2149267346,190,feature drawn from DOQ data, 
unnamed pond,T5 R18 WELS,8528,46.05695974859999,-70.03937638159999,1270, , 
unnamed pond,Deer Isle,8529,44.1968630679,-68.69187575700001,15, , 
unnamed pond,Deer Isle,8531,44.2310759066,-68.7003736075,35, , 
unnamed pond,Dedham,8533,44.7071202901,-68.56002213230001,505, , 
unnamed pond,Dedham,8535,44.7074073862,-68.5540277356,491, , 
unnamed pond,T5 R18 WELS,8536,46.0534653087,-70.10959078240001,1330, , 
unnamed pond,Castine,8541,44.3869936737,-68.8105873877,125, , 
unnamed pond,T5 R20 WELS,8542,46.0340297844,-70.270917944,1775, , 
unnamed pond,Castine,8543,44.3875570681,-68.8091218717,125, , 
unnamed pond,T5 R20 WELS,8544,46.0348808009,-70.2775581061,1760, , 
unnamed pond,Castine,8545,44.3879331356,-68.8109784567,145, , 
unnamed pond,Castine,8547,44.3874801044,-68.8100206236,125, , 
unnamed pond,T5 R20 WELS,8548,46.0302462104,-70.2613745482,1815, , 
unnamed pond,Castine,8549,44.4157184389,-68.8103918539,95, , 
unnamed pond,T5 R20 WELS,8552,46.0536523442,-70.2490512027,1775, , 
unnamed pond,Brooklin,8553,44.3013456218,-68.5719083141,190, , 
unnamed pond,T5 R20 WELS,8554,46.05093302019999,-70.2665315492,1805, , 
unnamed pond,T5 R20 WELS,8556,46.0504846564,-70.2608638226,1785,midas # was mislabeled - changed from 8566 to 8556, 
unnamed pond,T5 R20 WELS,8558,46.08091010879999,-70.21940879730001,1825, , 
unnamed pond,Blue Hill,8559,44.406044422,-68.5292173687,177,feature drawn from DOQ data, 
unnamed pond,Blue Hill,8561,44.3975983719,-68.5740458372,75, , 
unnamed pond,Bar Harbor,8564,44.3838387279,-68.3584149828,30, , 
unnamed pond,Blue Hill,8565,44.4063327493,-68.5280704427,155, , 
unnamed pond,Bar Harbor,8569,44.3819280002,-68.24039634179999,225, , 
unnamed pond,Bar Harbor,8575,44.3617382373,-68.2643299846,290, , 
unnamed pond,Soldiertown Twp T2 R3 NBKP,8580,45.8312319296,-70.05210531429999,1375, , 
unnamed pond,Amherst,8581,44.8982988415,-68.3838758679,450, , 
unnamed pond,Amherst,8583,44.8988863596,-68.3861661983,455, , 
unnamed pond,T6 R17 WELS,8584,46.1500788635,-69.8792465515,1370,missing 24k lake/pond data - this feature is in the rivers layer, 
unnamed pond,Amherst,8585,44.8559538965,-68.4210616981,520, , 
unnamed pond,T6 R17 WELS,8586,46.1532159353,-69.9729668486,1340, , 
unnamed pond,Amherst,8587,44.8693927226,-68.44925873370001,295, , 
unnamed pond,Amherst,8589,44.8903771967,-68.41351297430001,425, , 
unnamed pond,Amherst,8591,44.8912740883,-68.35688063409999,355, , 
unnamed pond,Amherst,8593,44.8916375124,-68.3586158748,356, , 
unnamed pond,T6 R18 WELS,8600,46.1922068134,-70.0358478105,1470, , 
unnamed pond,T6 R18 WELS,8602,46.1924517883,-70.0382114486,1475, , 
unnamed pond,Wyman Twp,8605,45.1208678735,-70.3629188627,1310, , 
unnamed pond,Big Six Twp,8606,46.1953269925,-70.2119817869,1490, , 
unnamed pond,Russell Pond Twp,8608,46.06804272,-69.7313549313,1365, , 
unnamed pond,Carrabassett Valley,8609,45.0773583349,-70.2965856484,1315,feature drawn from DOQ data, 
unnamed pond,Davis Twp,8613,45.0927840626,-70.7949425967,1890, , 
unnamed pond,Russell Pond Twp,8614,46.0703991514,-69.7410945091,1465, , 
unnamed pond,Russell Pond Twp,8616,46.1050454005,-69.73390445050001,1450, , 
unnamed pond,Carrabassett Valley,8617,45.0926971344,-70.2782629175,1200, , 
unnamed pond,Russell Pond Twp,8618,46.1151972445,-69.734231705,1085, , 
unnamed pond,T4 R17 WELS,8620,46.03820237259999,-69.93243649,1590, , 
unnamed pond,Carrabassett Valley,8621,45.12063274480001,-70.17161528290001,1210, , 
unnamed pond,Carrabassett Valley,8623,45.117269646,-70.1783403754,1209, , 
unnamed pond,Chain of Ponds Twp,8625,45.362164398,-70.71992293140001,1277, , 
unnamed pond,Chain of Ponds Twp,8627,45.3516491537,-70.71502928699999,1350, , 
unnamed pond,T6 R17 WELS,8628,46.1478373482,-69.8992213375,1395, , 
unnamed pond,Chain of Ponds Twp,8629,45.3176712284,-70.7075777531,1750, , 
unnamed pond,Chain of Ponds Twp,8631,45.3683547586,-70.7049853826,1295, , 
unnamed pond,Chain of Ponds Twp,8633,45.3709569211,-70.7155676443,1315, , 
unnamed pond,T6 R17 WELS,8634,46.1582163017,-69.9784521893,1365, , 
unnamed pond,Alder Stream Twp,8635,45.2769172279,-70.5970959814,1330, , 
unnamed pond,Alder Stream Twp,8637,45.27974250090001,-70.5965949957,1320, , 
unnamed pond,T6 R17 WELS,8638,46.1483205246,-69.9826710805,1420, , 
unnamed pond,T5 R17 WELS,8644,46.0459191848,-69.8627975715,1730, , 
unnamed pond,Lang Twp,8645,45.0325231334,-70.63530233029999,1770, , 
unnamed pond,Lowelltown Twp,8647,45.5156607624,-70.62965222139999,1690, , 
unnamed pond,T5 R17 WELS,8650,46.0674480457,-69.933074363,1905, , 
unnamed pond,Skinner Twp,8651,45.44432804830001,-70.5084509767,2590, , 
unnamed pond,Skinner Twp,8653,45.49117906039999,-70.5200524633,1670, , 
unnamed pond,Skinner Twp,8655,45.4958094208,-70.6178776336,1825, , 
unnamed pond,Saint John Twp,8656,46.1633812673,-69.7924159011,1565, , 
unnamed pond,Skinner Twp,8659,45.4687365461,-70.5716324097,2305,feature drawn from DOQ data, 
unnamed pond,Saint John Twp,8660,46.1596077791,-69.7954227163,1540, , 
